"Open","High","Low","Close","Contact","Open.Int","Rtn..1.Day","Rtn..1.Day.1","Rtn..2.Day","Date","Rtn..1.Day.Table","X","X.1","X.2","X.3","sma20","ema14","dn","mavg","up","pctB","rsi14","macd","signal"
4100,4127.9,4051.65,4063.35,513402,61196400,"-1.11%","1.85%","2.73%","01/31/2007","","","","","",4035.435,4064.28935200687,3878.42344278207,4035.435,4192.44655721793,0.588894730090645,54.5735238549675,2.03074971516792,1.68585555164738
4075,4142,4071.1,4138.35,401804,58530400,"1.85%","0.87%","1.62%","02/01/2007","","","","","",4041.7875,4074.16410507262,3879.02075930953,4041.7875,4204.55424069047,0.796628474559273,60.7112662169008,1.88091216916242,1.696767387136
4154,4193.5,4154,4174.2,311492,56281400,"0.87%","0.74%","0.39%","02/02/2007","","","","","",4049.47,4087.50222439627,3877.21049692397,4049.47,4221.72950307603,0.862040984017437,63.2661911664274,1.76152633569469,1.70100423179795
4170,4209.9,4166.1,4205.2,256994,56728800,"0.74%","-0.35%","0.33%","02/05/2007","","","","","",4060.415,4103.19526114344,3878.07893362804,4060.415,4242.75106637196,0.897027869693762,65.3636773500273,1.76224905709426,1.73106848769204
4210,4216.95,4181.55,4190.35,319984,59214000,"-0.35%","0.69%","0.61%","02/06/2007","","","","","",4071.1325,4114.81589299098,3884.7500322757,4071.1325,4257.5149677243,0.819819512681709,63.4933784155564,1.79838981661993,1.77488069467052
4177.1,4224,4177.1,4219.1,301138,60679200,"0.69%","-0.08%","-0.99%","02/07/2007","","","","","",4085.8925,4128.72044059218,3901.74476508317,4085.8925,4270.04023491683,0.861686501493384,65.5486841852418,1.78494828316,1.82066141118432
4239.95,4239.95,4185,4215.8,347414,61576200,"-0.08%","-0.92%","-3.85%","02/08/2007","","","","","",4101.24,4140.33104851322,3927.81973705475,4101.24,4274.66026294525,0.830295889460642,65.0956639176154,1.80130156939693,1.8527645189259
4212,4228.8,4168.1,4177.2,451150,60745400,"-0.92%","-2.96%","-3.28%","02/09/2007","","","","","",4118.1175,4145.24690871146,3990.04210706678,4118.1175,4246.19289293323,0.730655158055238,59.882386871244,1.78270714799555,1.85187532812359
4160,4167,4035.6,4053.6,707112,62028200,"-2.96%","-0.33%","0.11%","02/12/2007","","","","","",4123.1425,4133.02732088327,4015.02843858799,4123.1425,4231.25656141201,0.178383648288907,46.9235632803078,1.71104561829656,1.81264774584314
4040,4141,3992.15,4040.3,931590,58299600,"-0.33%","0.44%","2.96%","02/13/2007","","","","","",4122.2225,4120.66367809883,4011.64549753113,4122.2225,4232.79950246887,0.129568092049409,45.775624812149,1.54554175209727,1.7587357499464
4015.55,4074,3974.3,4058.2,732568,55806800,"0.44%","2.51%","2.91%","02/14/2007","","","","","",4121,4112.33518768565,4008.18211577946,4121,4233.81788422054,0.221675333508141,47.6324703821508,1.29594672033309,1.69373958896536
4090,4168.7,4090,4160,530000,50173400,"2.51%","0.40%","-1.00%","02/15/2007","","","","","",4125.01,4118.69049599423,4012.63443948972,4125.01,4237.38556051028,0.655683316911236,56.7113922398666,1.17545917805637,1.62862101589444
4165.15,4183.4,4160.1,4176.45,295664,43975400,"0.40%","-1.39%","-1.62%","02/19/2007","","","","","",4130.11,4126.391763195,4018.11813154519,4130.11,4242.10186845481,0.706890020853158,57.9791600715332,1.15137501243863,1.56074612204381
4179,4179,4110,4118.6,408866,36384800,"-1.39%","-0.24%","-1.56%","02/20/2007","","","","","",4130.52,4125.35286143567,4018.7599651038,4130.52,4242.2800348962,0.446671455448855,52.1904800327498,0.847593628713472,1.45510210116532
4115,4152.8,4096,4108.85,523986,27607600,"-0.24%","-1.32%","-4.26%","02/21/2007","","","","","",4131.3925,4123.15247991091,4020.59943489663,4131.3925,4242.18556510337,0.398267549602644,51.2615451864171,0.568796805608396,1.31997415921514
4100,4132.95,4037.15,4054.5,491468,19464800,"-1.32%","-2.98%","-2.48%","02/22/2007","","","","","",4128.7,4113.99881592279,4013.27727693387,4128.7,4244.12272306613,0.178572823318813,46.3130107785936,0.267928976922227,1.14959942671795
4059,4068.8,3915,3933.75,796843,30429050,"-2.98%","0.51%","-1.20%","02/23/2007","","","","","",4121.73,4089.96564046642,3979.91314134067,4121.73,4263.54685865933,-0.16275618349284,37.6231579473846,-0.112233261959616,0.939050492278488
3920,3970,3851,3953.95,764854,32933550,"0.51%","-1.70%","-5.77%","02/26/2007","","","","","",4114.6275,4071.83022173756,3955.22907317276,4114.6275,4274.02592682724,-0.00401218882211294,39.6627523670047,-0.532259891077191,0.689794324570293
3949,3951,3863.55,3886.65,716421,35115500,"-1.70%","-4.13%","-2.45%","02/27/2007","","","","","",4101.86,4047.13952550589,3914.77520745929,4101.86,4288.94479254071,-0.075167006033296,35.4981415221063,-1.02575822211387,0.404094327435722
3800,3828.8,3700.05,3726,1196126,36778900,"-4.13%","1.76%","-0.96%","02/28/2007","","","","","",4082.72,4004.3209221051,3834.16441989768,4082.72,4331.27558010232,-0.217585981882111,27.9529594959536,-1.5876477272763,0.083694944368013
3700,3804,3690,3791.55,715038,36804448,"1.76%","-2.67%","-6.40%","03/01/2007","","","","","",4069.13,3975.95146582442,3789.98473602441,4069.13,4348.27526397559,0.00280367281410088,34.1072551179612,-1.84496076483989,-0.251907271509349
3774.85,3819.3,3670,3690.3,703156,38435352,"-2.67%","-3.84%","-1.41%","03/02/2007","","","","","",4046.7275,3937.8646037145,3724.7667221481,4046.7275,4368.6882778519,-0.0535262748121993,29.8638454928739,-2.1746393548334,-0.621464423428463
3600,3628.8,3515,3548.75,867302,38254100,"-3.84%","2.52%","1.43%","03/05/2007","","","","","",4015.455,3885.98265655257,3633.23342041559,4015.455,4397.67657958441,-0.110516288101069,25.1524642092974,-2.73714722588778,-1.0197689628286
3589.8,3664,3548.2,3638.1,842963,35675448,"2.52%","-1.06%","3.19%","03/06/2007","","","","","",3987.1,3852.93163567889,3581.93825698864,3987.1,4392.26174301136,0.0693078060553485,32.4019327218149,-3.39258489291622,-1.45992248488689
3677,3692.7,3521.1,3599.45,921039,36205900,"-1.06%","4.30%","2.76%","03/07/2007","","","","","",3957.555,3819.13408425504,3530.40537527817,3957.555,4384.70462472183,0.0808201865643599,31.0030765026851,-4.09047368894088,-1.94418944776057
3645.9,3770,3616.1,3754.15,695634,33897700,"4.30%","-1.48%","-0.72%","03/08/2007","","","","","",3934.3075,3810.4695396877,3516.11068237103,3934.3075,4352.50431762897,0.284602019425412,41.8283534854426,-4.5240315969419,-2.4343892627586
3777.55,3780,3658.3,3698.65,803671,35065648,"-1.48%","0.77%","1.63%","03/09/2007","","","","","",3908.45,3795.56026772934,3499.21483166766,3908.45,4317.68516833234,0.243668169020093,39.4377436424579,-5.04726782303443,-2.93605681075385
3695,3774.05,3695,3727.2,583537,33912600,"0.77%","0.85%","-3.42%","03/12/2007","","","","","",3885.95,3786.44556536543,3488.99480983365,3885.95,4282.90519016635,0.300040402628978,41.2964057258675,-5.35703381782885,-3.41730965472218
3725.55,3767,3695.3,3758.85,589833,34786600,"0.85%","-4.24%","-3.73%","03/13/2007","","","","","",3871.2125,3782.76615665004,3478.38400704792,3871.2125,4264.04099295208,0.356982751994892,43.3712598903132,-5.34322741591087,-3.83459628679269
3662.35,3680,3586.15,3599.55,791879,37455552,"-4.24%","0.53%","-0.48%","03/14/2007","","","","","",3849.175,3758.33733576337,3447.41187887015,3849.175,4250.93812112985,0.189338086460006,36.3981172583293,-5.53421505822791,-4.24451343050247
3651,3688.35,3607,3618.8,589906,36992648,"0.53%","-1.01%","1.34%","03/15/2007","","","","","",3827.205,3739.73235766158,3425.50969270852,3827.205,4228.90030729148,0.24059318565953,37.7015934126925,-5.57411551340479,-4.62223300367707
3640,3655,3542,3582.3,768278,37475700,"-1.01%","2.38%","2.57%","03/16/2007","","","","","",3798.32,3718.74137664004,3413.78529883507,3798.32,4182.85470116493,0.219115076811562,36.1872127128979,-5.28609553514814,-4.90544948248378
3611,3673,3597.5,3667.4,527492,35866152,"2.38%","0.19%","2.44%","03/19/2007","","","","","",3772.8675,3711.8958597547,3426.30269036838,3772.8675,4119.43230963162,0.347838705678013,42.0334225382112,-5.03598403698381,-5.08804938738017
3681.25,3714.85,3665.5,3674.2,554749,34429152,"0.19%","2.25%","5.57%","03/20/2007","","","","","",3750.6475,3706.86974512074,3440.52959262443,3750.6475,4060.76540737557,0.376744460442558,42.4868396980453,-4.59150981244415,-5.14372006776943
3695,3765.95,3666,3757,661607,32588200,"2.25%","3.25%","2.99%","03/21/2007","","","","","",3733.055,3713.55377910464,3469.84140441649,3733.055,3996.26859558351,0.545485872313922,47.8372476787575,-3.85231927321664,-5.06908536513329
3803,3885,3803,3878.95,687069,29287950,"3.25%","-0.25%","-1.00%","03/22/2007","","","","","",3724.2775,3735.60660855736,3495.00711055775,3724.2775,3953.54788944225,0.837314601279903,54.5444678739444,-3.16962335595453,-4.86045820212441
3849.55,3904.45,3849.55,3869.35,532758,26648650,"-0.25%","-0.75%","-2.60%","03/23/2007","","","","","",3721.0575,3753.43906074971,3502.06686486918,3721.0575,3940.04813513082,0.838581830020753,53.9563039670598,-2.39401266132719,-4.53123362917978
3872.2,3885.95,3831.2,3840.25,520881,22103200,"-0.75%","-1.86%","-1.04%","03/26/2007","","","","","",3715.3725,3765.01385264975,3515.81997940705,3715.3725,3914.92502059295,0.812893817700069,52.1215761703448,-1.88856187469516,-4.14738190237804
3808,3815,3757.1,3768.85,644243,15486050,"-1.86%","0.84%","0.82%","03/28/2007","","","","","",3709.4825,3765.52533896311,3524.04460669068,3709.4825,3894.92039330932,0.660073809458596,47.8245295930277,-1.32670439171624,-3.67988071721007
3780.1,3814,3755.15,3800.5,578437,13202050,"0.84%","-0.02%","-5.23%","03/29/2007","","","","","",3713.2075,3770.18862710137,3523.64489484012,3713.2075,3902.77010515988,0.730247152191165,49.8002008705038,-0.844005731430497,-3.15431296365737
3809,3815,3780.05,3799.85,474761,31760900,"-0.02%","-5.21%","-3.64%","03/30/2007","","","","","",3713.6225,3774.14347682118,3523.34068932173,3713.6225,3903.90431067827,0.726578409393516,49.7585292706942,-0.439139913380793,-2.61576233901656
3732.05,3733.15,3585.3,3601.85,661223,32788750,"-5.21%","1.66%","2.90%","04/02/2007","","","","","",3709.2,3751.17101324503,3512.93802202158,3709.2,3905.46197797842,0.226513507339139,39.0415450254646,0.029794311190523,-2.0528980781083
3600,3682.9,3600,3661.5,496175,31787550,"1.66%","1.23%","1.67%","04/03/2007","","","","","",3714.8375,3739.21487814569,3531.26774248259,3714.8375,3898.40725751741,0.354721440172568,43.0229380306906,0.406337719400107,-1.49758168568116
3679,3726,3679,3706.4,426743,32485200,"1.23%","0.44%","3.21%","04/04/2007","","","","","",3718.2525,3734.8395610596,3538.00900781512,3718.2525,3898.49599218488,0.467120865623701,45.8878824678314,0.94173192172704,-0.964909330687416
3699.95,3758,3686.3,3722.55,478651,33571352,"0.44%","2.77%","2.81%","04/05/2007","","","","","",3724.4075,3733.20095291832,3552.60218205262,3724.4075,3896.21281794738,0.494594171990158,46.9217003116884,1.23726493529555,-0.475255076104074
3745,3833,3738,3825.55,373678,33205850,"2.77%","0.04%","0.15%","04/09/2007","","","","","",3727.9775,3745.51415919588,3550.96019724403,3727.9775,3904.99480275597,0.775601589451706,53.07869725084,1.47244711782459,-0.0456484339760976
3825,3837.8,3796.25,3827.2,334808,32786050,"0.04%","0.11%","-0.78%","04/10/2007","","","","","",3734.405,3756.40560463643,3552.83717548255,3734.405,3915.97282451745,0.755538117082745,53.1724070857134,1.59243063282186,0.341128511303572
3830,3849.8,3817.1,3831.3,350058,32987850,"0.11%","-0.88%","1.71%","04/11/2007","","","","","",3739.61,3766.39152401824,3553.26126080384,3739.61,3925.95873919616,0.746017226613702,53.4213424936786,1.3376860947617,0.637171898690009
3816.15,3818,3784.1,3797.5,308020,33601952,"-0.88%","2.62%","5.47%","04/12/2007","","","","","",3741.5425,3770.5393208158,3553.64058602625,3741.5425,3929.44441397375,0.648900824947998,51.0137148721475,0.917354115285196,0.832878548325086
3822.25,3903.45,3795.05,3896.9,580019,34104700,"2.62%","2.78%","1.94%","04/13/2007","","","","","",3756.41,3787.3874113737,3568.74600345298,3756.41,3944.07399654702,0.874312608132056,57.1323994061745,0.775030616198213,0.967786384944976
3930,4010,3928,4005.15,388409,33652752,"2.78%","-0.82%","-0.15%","04/16/2007","","","","","",3775.7275,3816.42242319054,3570.02838120023,3775.7275,3981.42661879977,1.05766524751943,62.6097234814811,0.880628226687863,1.0623234866669
4020.2,4024,3964,3972.45,394249,34113900,"-0.82%","0.67%","0.12%","04/17/2007","","","","","",3795.235,3837.22610009847,3592.63424457199,3795.235,3997.83575542801,0.93735029424155,60.11111297423,1.03624764042243,1.1323134778916
3984,4031.9,3980,3999,382090,33258200,"0.67%","-0.54%","1.95%","04/18/2007","","","","","",3811.815,3858.79595341867,3599.72266609799,3811.815,4023.90733390201,0.941281861904744,61.4560874113486,1.16663645325816,1.15730287028395
3940.15,4001.8,3926.1,3977.35,602494,33777900,"-0.54%","2.51%","2.47%","04/19/2007","","","","","",3826.9725,3874.60315962951,3613.06376134026,3826.9725,4040.88123865974,0.851499197606892,59.6886978940321,1.73603086668384,1.21272130710487
4014,4088.5,4014,4077.1,490998,32046950,"2.51%","-0.04%","1.61%","04/20/2007","","","","","",3842.9775,3901.60273834558,3605.77330215561,3842.9775,4080.18169784439,0.993504124563574,64.722588417656,2.31997047351729,1.30689056884851
4110,4113.9,4069.1,4075.5,350218,28908450,"-0.04%","1.65%","2.37%","04/23/2007","","","","","",3852.805,3924.7890398995,3595.0569623741,3852.805,4110.5530376259,0.932001349168809,64.5832763382821,2.63510682161912,1.42274347871487
4067,4167.7,4063,4142.55,522298,23951450,"1.65%","0.72%","0.88%","04/24/2007","","","","","",3866.465,3953.82383457957,3579.37032206256,3866.465,4153.55967793744,0.980825701791946,67.7190367003355,3.00845709054032,1.60838470046805
4126.4,4177,4112.1,4172.2,401848,17536600,"0.72%","0.17%","-2.36%","04/25/2007","","","","","",3883.0625,3982.94065663563,3567.02645953151,3883.0625,4199.09854046849,0.957443871862503,69.0250733629735,3.151387233545,1.85661060249691
4206.1,4218,4141,4179.15,437031,11013900,"0.17%","-2.52%","-2.13%","04/26/2007","","","","","",3903.5775,4009.10190241754,3567.24436087303,3903.5775,4239.91063912697,0.909671941211789,69.3382223438856,3.38406694814555,2.14650352826884
4160,4160,4065.1,4073.8,485215,30209400,"-2.52%","0.40%","2.15%","04/27/2007","","","","","",3917.2425,4017.72831542854,3576.59136280096,3917.2425,4257.89363719904,0.729791541703447,59.5160172940347,3.49496385944728,2.43698526524211
4044.25,4102.95,4025,4090.25,427947,30543500,"0.40%","1.74%","0.67%","04/30/2007","","","","","",3931.7625,4027.3978733714,3587.62590666096,3931.7625,4275.89909333904,0.730268304893488,60.4579322962503,3.77982078817767,2.7418267261038
4124.9,4174,4102.35,4161.35,396514,30577850,"1.74%","-1.05%","-1.33%","05/03/2007","","","","","",3959.7375,4045.25815692188,3637.13367969559,3959.7375,4282.34132030441,0.812476925737826,64.3217803558859,4.05456894729574,3.0627081143302
4180,4187,4108.1,4117.65,475049,30975200,"-1.05%","-0.29%","-1.25%","05/04/2007","","","","","",3982.545,4054.91040266563,3683.89696819667,3982.545,4281.19303180332,0.726194358596968,60.4142989118051,4.04025542879209,3.31873306567556
4142,4159,4092.2,4105.8,356486,32250150,"-0.29%","-0.96%","-0.30%","05/07/2007","","","","","",4002.515,4061.69568231021,3727.95609903338,4002.515,4277.07390096662,0.68809260897456,59.361214361917,4.05260643410643,3.51124817240769
4090,4142.8,4053.55,4066.3,494925,32523050,"-0.96%","0.67%","-0.34%","05/08/2007","","","","","",4019.7025,4062.30959133552,3776.10739644699,4019.7025,4263.29760355301,0.595645395413009,55.8655402915201,3.89320135908546,3.65103645434839
4065,4102.5,4031,4093.35,588211,33155250,"0.67%","-1.00%","-0.35%","05/09/2007","","","","","",4033.0925,4066.44831249078,3804.69119029491,4033.0925,4261.49380970509,0.631911458996895,57.7024922246707,3.84181454796932,3.74363172739606
4107.75,4134.85,4040,4052.3,512863,34029900,"-1.00%","0.66%","2.18%","05/10/2007","","","","","",4044.3475,4064.56187082534,3836.36697332743,4044.3475,4252.32802667257,0.519118376434637,54.0274286846809,3.53582222566644,3.78634672652067
3990,4094,3990,4079.05,739583,34833000,"0.66%","1.51%","1.26%","05/11/2007","","","","","",4056.735,4066.49362138196,3872.8733560935,4056.735,4240.5966439065,0.5606842175613,55.9942938285205,3.06683656480491,3.75109890614948
4121.25,4159.6,4121.25,4140.75,384990,33772900,"1.51%","-0.25%","1.17%","05/14/2007","","","","","",4073.8975,4076.39447186437,3930.37730812792,4073.8975,4217.41769187209,0.732902768342114,60.2216480126577,2.58900258777885,3.65043654263077
4135,4146.4,4101.1,4130.5,370489,33143400,"-0.25%","1.42%","2.48%","05/15/2007","","","","","",4085.5775,4083.60854228245,3965.4629651801,4085.5775,4205.6920348199,0.686998601240716,59.2041462986691,2.08673975222537,3.46231642752496
4130.05,4198,4117.6,4189.05,469518,31269600,"1.42%","1.05%","0.82%","05/16/2007","","","","","",4094.7725,4097.66740331146,3972.55587071004,4094.7725,4216.98912928996,0.8856983315107,63.0451255557142,1.65393736112638,3.19557958461725
4209.9,4244.85,4209.9,4233.1,380656,29512050,"1.05%","-0.23%","0.70%","05/17/2007","","","","","",4107.805,4115.72508286993,3984.95606471768,4107.805,4230.65393528232,1.00995557963957,65.6643622770912,1.58839290172086,2.92315041494267
4206.2,4237,4196.1,4223.5,325921,29411000,"-0.23%","0.93%","1.28%","05/18/2007","","","","","",4119.03,4130.09507182061,3996.97583415549,4119.03,4241.08416584451,0.927965728482734,64.5899329425945,1.48083401569092,2.63739792400761
4257.2,4272.95,4238.1,4262.6,245912,29416450,"0.93%","0.35%","-0.54%","05/21/2007","","","","","",4133.2925,4147.76239557786,4014.16497054102,4133.2925,4252.42002945898,1.04272719575086,66.961108969767,1.27548812858491,2.34654089839644
4259.7,4284,4244,4277.45,256705,29512500,"0.35%","-0.89%","-1.72%","05/22/2007","","","","","",4143.31,4165.05407616748,4011.72457299533,4143.31,4274.89542700466,1.00970689936373,67.8418781361761,1.14454615101423,2.04684440984588
4274.1,4282.4,4228.25,4239.45,310279,28795900,"-0.89%","-0.84%","0.50%","05/23/2007","","","","","",4151.5075,4174.97353267848,4017.43711074495,4151.5075,4285.57788925505,0.827971375665598,63.198986164727,1.09144049922514,1.77524644024129
4230,4247.05,4185.05,4204,415194,28914700,"-0.84%","1.35%","1.35%","05/24/2007","","","","","",4154.58,4178.84372832135,4018.66769960007,4154.58,4290.49230039993,0.681808415627504,59.1332447565679,1.18211844382714,1.5658333156882
