"Open","High","Low","Close","Contact","Open.Int","Rtn..1.Day","Rtn..1.Day.1","Rtn..2.Day","Date","Rtn..1.Day.Table","X","X.1","X.2","X.3","sma20","ema14","dn","mavg","up","pctB","rsi14","macd","signal"
3275,3312,3221.1,3305.6,284066,50717000,"1.34%","1.33%","1.21%","08/14/2006","","","","","",3118.8825,3185.96187989764,2901.24288670545,3118.8825,3336.52211329455,0.92896028249072,64.7947322047308,2.3150526057589,0.947690965080678
3341,3371.8,3338.5,3349.45,384158,49749200,"1.33%","-0.12%","0.07%","08/16/2006","","","","","",3137.7,3207.76029591129,2908.93729543477,3137.7,3366.46270456523,0.962815825688095,67.3199179695065,2.70188075230093,1.32511940037932
3349.9,3374,3325,3345.5,535930,52199000,"-0.12%","0.19%","0.59%","08/17/2006","","","","","",3159.4775,3226.12558978978,2938.80241650619,3159.4775,3380.15258349381,0.921485056343523,66.8547283766956,3.00798448151809,1.70225873508169
3355,3363,3330.1,3351.8,344190,53137400,"0.19%","0.41%","0.37%","08/18/2006","","","","","",3176.13,3242.88217781781,2950.24283259114,3176.13,3402.01716740886,0.888844576730716,67.2435154670771,3.37954465233006,2.06615401591749
3340.05,3375.9,3320.65,3365.4,349452,54048200,"0.41%","-0.03%","-0.95%","08/21/2006","","","","","",3197.52,3259.2178874421,2985.43464359839,3197.52,3409.60535640161,0.895784043859433,68.1130489126962,3.61071427189896,2.42451944303201
3382.35,3397.3,3350.35,3364.3,363470,50846200,"-0.03%","-0.92%","0.37%","08/22/2006","","","","","",3216.365,3273.22883578316,3015.63460095691,3216.365,3417.09539904309,0.868491769819678,67.9559204851269,3.76555644230647,2.73035156524567
3361,3363,3322.85,3333.45,403128,49154200,"-0.92%","1.29%","1.62%","08/23/2006","","","","","",3231.065,3281.2583243454,3041.56479129299,3231.065,3420.56520870701,0.770144821207823,63.5295535454452,3.75815299803828,2.97629700811755
3321,3388.7,3303.35,3376.6,489140,46875400,"1.29%","0.32%","0.87%","08/24/2006","","","","","",3244.325,3293.97054776602,3053.06820012088,3244.325,3435.58179987912,0.845804698404462,66.7881015979717,3.90549804029909,3.18761471334742
3385,3405,3373,3387.55,418436,43019800,"0.32%","0.55%","1.22%","08/25/2006","","","","","",3256.0275,3306.44780806388,3059.85356321175,3256.0275,3452.20143678825,0.835219097279896,67.579723438564,3.78428621950018,3.35874116266122
3391,3409.9,3372.3,3406.1,288622,38079200,"0.55%","0.67%","0.77%","08/28/2006","","","","","",3271.425,3319.7347669887,3078.92780131908,3271.425,3463.92219868092,0.849810285351834,68.9307661804713,3.71652976105197,3.51446084658267
3419.8,3439,3419.8,3428.85,322892,31695400,"0.67%","0.10%","-0.50%","08/29/2006","","","","","",3287.295,3334.28346472354,3097.8593383626,3287.295,3476.7306616374,0.873622893325521,70.5515920672455,3.58316344648242,3.61238114593617
3432,3444.8,3411.1,3432.4,348186,25569000,"0.10%","-0.60%","-0.05%","08/30/2006","","","","","",3302.39,3347.36566942706,3117.2722223556,3302.39,3487.5077776444,0.851154820607624,70.8075146016517,3.47483585176527,3.66425352040808
3445.5,3455.85,3405,3411.8,410062,18936000,"-0.60%","0.55%","2.00%","08/31/2006","","","","","",3314.39,3355.95691350346,3133.62509300752,3314.39,3495.15490699248,0.769438359526421,67.1601282004086,3.29239973698421,3.65457075203632
3410,3434,3398.35,3430.6,309040,42319400,"0.55%","1.44%","1.18%","09/01/2006","","","","","",3327.165,3365.90932503633,3151.54108050154,3327.165,3502.78891949846,0.794478680055053,68.7425812970723,3.11217311324474,3.59917728996363
3441,3484.3,3441,3479.9,279012,44047000,"1.44%","-0.25%","-0.14%","09/04/2006","","","","","",3342.7875,3381.10808169815,3171.23187964613,3342.7875,3514.34312035387,0.899615295952354,72.486671326692,3.05925276882644,3.5206991040214
3474.6,3481.8,3455.65,3471.25,291076,44520800,"-0.25%","0.11%","-0.60%","09/05/2006","","","","","",3360,3393.1270041384,3210.88955770973,3360,3509.11044229027,0.873045637486045,70.8823724136759,2.91322474858653,3.42681818741565
3461.25,3489.7,3461.25,3475.2,292100,46615000,"0.11%","-0.72%","-0.11%","09/06/2006","","","","","",3373.5025,3404.07007025328,3234.35093703716,3373.5025,3512.65406296284,0.86541989839942,71.1958795436816,2.75538610050892,3.29902797188341
3447.2,3466.9,3432.1,3450.3,398674,47600400,"-0.72%","0.61%","-2.82%","09/07/2006","","","","","",3383.68,3410.23406088617,3253.62169230687,3383.68,3513.73830769313,0.756115895945648,66.3463937454995,2.5914082778542,3.16648597836719
3456.5,3479,3433.1,3471.4,428084,51228600,"0.61%","-3.42%","-2.43%","09/08/2006","","","","","",3394.9725,3418.38951943468,3276.11097773564,3394.9725,3513.83402226436,0.821498069955811,68.3158685540856,2.58167755777341,3.04039128911401
3461,3467.95,3335.65,3352.85,662366,51801600,"-3.42%","1.02%","3.04%","09/11/2006","","","","","",3399.515,3409.65091684339,3295.28425549532,3399.515,3503.74574450468,0.276145703353847,50.4512259792062,2.31369726201474,2.89933949083983
3349,3392,3314.1,3386.95,686960,50938000,"1.02%","2.00%","2.50%","09/12/2006","","","","","",3403.5825,3406.62412793094,3308.36989434823,3403.5825,3498.79510565177,0.412655998194027,54.1641457979764,2.05544319148021,2.7416291952526
3410,3474.9,3407,3454.75,585638,49710000,"2.00%","0.49%","0.80%","09/13/2006","","","","","",3408.8475,3413.04091087348,3314.54948053511,3408.8475,3503.14551946489,0.743390583707291,60.5016921159616,1.79450846295397,2.57519683147146
3477.8,3482,3456,3471.6,387448,51515200,"0.49%","0.32%","0.67%","09/14/2006","","","","","",3415.1525,3420.84878942368,3321.78174186342,3415.1525,3508.52325813658,0.802276114741561,61.9112015418369,1.59168001962346,2.40625315440243
3499.5,3501,3435.1,3482.55,434166,52621600,"0.32%","0.35%","-0.99%","09/15/2006","","","","","",3421.69,3429.07561750053,3328.66892926869,3421.69,3514.71107073131,0.82713018416973,62.8392546036035,1.44343065624539,2.22671736411565
3489,3508.8,3486.05,3494.85,281820,51827800,"0.35%","-1.34%","0.28%","09/18/2006","","","","","",3428.1625,3437.84553516712,3333.7055739702,3428.1625,3522.6194260298,0.853004818190661,63.9032013664818,1.36103362208193,2.05425168339291
3499.8,3517.9,3425,3447.95,495086,50626200,"-1.34%","1.64%","3.16%","09/19/2006","","","","","",3432.345,3439.19279714484,3342.26302122511,3432.345,3522.42697877489,0.586615548482765,57.18061047014,1.19097731537077,1.88042848504423
3412.65,3516,3412.65,3504.6,602068,50532200,"1.64%","1.49%","1.21%","09/20/2006","","","","","",3440.9025,3447.91375752553,3357.77637609782,3440.9025,3524.02862390218,0.883137676880974,62.3348596694412,1.02471532665864,1.70635149046695
3528.7,3559.95,3521.35,3556.85,419846,44663000,"1.49%","-0.27%","-0.87%","09/21/2006","","","","","",3449.915,3462.43858985546,3358.00823147885,3449.915,3541.82176852115,1.08175802348765,66.3572771439312,0.99772424745066,1.53035667820886
3531.2,3564,3522.75,3547.15,457190,44603600,"-0.27%","-0.60%","0.79%","09/22/2006","","","","","",3457.895,3473.7334445414,3361.43162404829,3457.895,3554.3583759517,0.962636721550605,64.9701022314167,0.944252288152359,1.37819612555749
3547,3556.8,3515.1,3525.95,338620,40721400,"-0.60%","1.40%","1.58%","09/25/2006","","","","","",3463.8875,3480.69565193588,3366.15677363925,3463.8875,3561.61822636075,0.817517848843722,61.9232912653814,0.930973403872026,1.25325503804547
3540,3581,3518.3,3575.2,511758,32718200,"1.40%","0.18%","-0.14%","09/26/2006","","","","","",3471.205,3493.29623167776,3363.6425488379,3471.205,3578.7674511621,0.983416837736771,65.9215166782405,0.945626411668621,1.15893481012487
3601,3605.95,3571,3581.65,375378,25547800,"0.18%","-0.32%","0.18%","09/27/2006","","","","","",3478.6675,3505.07673412073,3362.54093424091,3478.6675,3594.79406575909,0.943406292637826,66.4188432777471,1.25286816999357,1.12128904905489
3581.35,3593.5,3564.1,3570.35,384886,17228200,"-0.32%","0.49%","-0.02%","09/28/2006","","","","","",3486.595,3513.77983623796,3368.18519508504,3486.595,3605.00480491496,0.853665813655162,64.639088905037,1.42752663703545,1.11952193580934
3588,3602,3576,3587.95,252790,47646200,"0.49%","-0.51%","-1.92%","09/29/2006","","","","","",3494.4625,3523.66919140623,3371.17109366931,3494.4625,3617.75390633069,0.879132263887261,66.1600475731963,1.50965492100319,1.13603541346725
3592,3604.8,3561,3569.8,370406,49847000,"-0.51%","-1.42%","0.05%","10/03/2006","","","","","",3498.9575,3529.8199658854,3371.62845667131,3498.9575,3626.28654332869,0.778186728447825,63.1437579771798,1.54031152744285,1.17485032591971
3569.8,3575,3510.1,3519.2,628308,53666200,"-1.42%","1.48%","1.56%","10/04/2006","","","","","",3501.355,3528.40397043402,3374.39790527899,3501.355,3628.31209472101,0.570279648566371,55.5413337131026,1.50123674073879,1.22779714970639
3538.4,3584.9,3538.4,3571.45,388628,50378600,"1.48%","0.07%","0.03%","10/05/2006","","","","","",3506.1675,3534.14344104281,3376.27789966572,3506.1675,3636.05710033428,0.751299949464735,60.7909595719978,1.52460698012833,1.28633967555946
3575.2,3587,3563.05,3573.95,266630,50073200,"0.07%","-0.04%","-0.05%","10/06/2006","","","","","",3512.35,3539.45098223711,3381.91582886375,3512.35,3642.78417113625,0.736134440321065,61.0280762834692,1.66673903798908,1.36661598109688
3554,3594.4,3540,3572.65,420516,52051600,"-0.04%","-0.01%","-0.75%","10/09/2006","","","","","",3517.4125,3543.87751793882,3385.87393198666,3517.4125,3648.95106801334,0.709966935303714,60.8220961383885,1.64908312839933,1.4464059504888
3578,3597,3566,3572.15,272806,51605800,"-0.01%","-0.74%","1.60%","10/10/2006","","","","","",3528.3775,3547.64718221365,3418.81224330336,3528.3775,3637.94275669664,0.69975538468913,60.7371855835843,1.52775502743099,1.51108690779573
3598,3612.9,3535,3545.8,522746,53601400,"-0.74%","2.35%","3.74%","10/11/2006","","","","","",3536.32,3547.40089125183,3447.93123713955,3536.32,3624.70876286044,0.553626726368872,56.2782026247653,1.45129771365684,1.53313463486943
3547,3634.2,3542,3629.15,619146,51776600,"2.35%","1.36%","2.66%","10/12/2006","","","","","",3545.04,3558.30077241825,3456.15148218133,3545.04,3633.92851781867,0.973120725061374,65.0249915240206,1.52060238253331,1.54347638436919
3649.8,3689,3647,3678.4,415060,47264800,"1.36%","1.28%","1.11%","10/13/2006","","","","","",3555.38,3574.31400276248,3455.62130413844,3555.38,3655.13869586156,1.11658785200398,68.9745943135751,1.5394802395684,1.54679030865421
3775,3775,3690,3725.55,492924,43183600,"1.28%","-0.17%","-0.24%","10/16/2006","","","","","",3567.53,3594.47880239415,3448.82013773068,3567.53,3686.23986226932,1.16557233316261,72.2101037016638,1.57459567739147,1.5505996586485
3724,3743,3695,3719.1,422008,43182800,"-0.17%","-0.06%","-0.70%","10/17/2006","","","","","",3578.7425,3611.09496207493,3447.87093213669,3578.7425,3709.61406786331,1.03624137882493,71.1174957627663,1.6512521723792,1.56726803994188
3708.2,3730,3706,3716.75,310892,40135800,"-0.06%","-0.64%","-0.79%","10/18/2006","","","","","",3592.1825,3625.18230046494,3462.59580594926,3592.1825,3721.76919405074,0.980633837109949,70.6977706703586,1.55313164611377,1.5704374472736
3727,3727,3662.3,3692.95,547906,36726600,"-0.64%","-0.15%","-0.18%","10/19/2006","","","","","",3601.6,3634.21799373628,3471.46686432734,3601.6,3731.73313567266,0.850986701149586,66.4221868404632,1.50584088631183,1.55255987486502
3705.65,3723.8,3671.35,3687.35,407256,30039000,"-0.15%","-0.03%","-0.61%","10/20/2006","","","","","",3608.125,3641.30226123811,3474.5793879418,3608.125,3741.6706120582,0.796621501743806,65.4196651521607,1.64353544692974,1.55194346581284
3704.7,3704.7,3680.3,3686.35,71168,30344000,"-0.03%","-0.59%","-0.28%","10/21/2006","","","","","",3615.085,3647.30862640636,3480.47109247184,3615.085,3749.69890752816,0.764701475904679,65.2303319188101,1.67639588945918,1.5684591171493
3690,3691.95,3655.35,3664.75,328526,22121800,"-0.59%","0.31%","2.29%","10/23/2006","","","","","",3622.025,3649.63414288551,3492.28463426905,3622.025,3751.76536573095,0.664655771391157,61.1158884570226,1.68867048732764,1.59483386977939
3662.4,3689,3651.4,3676.15,301130,14181000,"0.31%","1.97%","2.69%","10/26/2006","","","","","",3627.0725,3653.16959050078,3497.1569871657,3627.0725,3756.9880128343,0.688882370277808,62.4616630421752,1.73124124747486,1.61823818810623
3700,3755.25,3700,3748.7,287644,42064400,"1.97%","0.70%","0.10%","10/27/2006","","","","","",3635.425,3665.90697843401,3497.05956898488,3635.425,3773.79043101512,0.909332732782155,69.6586711037231,1.81269696386201,1.64859560191663
3731.35,3781.95,3725,3775.1,404416,43618000,"0.70%","-0.60%","-0.22%","10/30/2006","","","","","",3645.6625,3680.46604797614,3498.07985577989,3645.6625,3793.24514422011,0.938525480702701,71.7789878342838,2.04756742307235,1.7011480181034
3781,3786,3735.2,3752.35,470516,43614800,"-0.60%","0.39%","1.31%","10/31/2006","","","","","",3653.8825,3690.05057491266,3501.82770305166,3653.8825,3805.93729694834,0.823789521857229,67.4074315072256,2.1189480366284,1.7531142252422
3764.4,3778.8,3743.3,3766.8,372636,45328600,"0.39%","0.92%","1.27%","11/01/2006","","","","","",3663.7325,3700.28383159097,3509.23761246323,3663.7325,3818.22738753677,0.833562817654625,68.710906948071,2.08433775445849,1.81213712616939
3765,3814.8,3761.15,3801.45,319494,47502400,"0.92%","0.34%","0.47%","11/02/2006","","","","","",3677.845,3713.77265404551,3527.22191777154,3677.845,3828.46808222845,0.910312278076092,71.6398618414584,1.96134801233419,1.86274902906076
3795,3822,3775.1,3814.5,385760,48717400,"0.34%","0.12%","-0.34%","11/03/2006","","","","","",3689.9975,3727.20296683944,3536.48033980284,3689.9975,3843.51466019716,0.905500270588984,72.6772380029362,1.92217430573172,1.89370890226098
3820,3829,3805.1,3819.15,257256,48682800,"0.12%","-0.46%","-0.81%","11/06/2006","","","","","",3702.2575,3739.46257126085,3548.60543436143,3702.2575,3855.90956563857,0.880380502905053,73.0554419962438,1.90101027352707,1.9186660560463
3832,3839.7,3791.55,3801.45,348914,49120400,"-0.46%","-0.35%","-0.01%","11/07/2006","","","","","",3713.6975,3747.7275617594,3566.40977995858,3713.6975,3860.98522004142,0.79789482780819,69.1326975931038,1.90058181538175,1.94221175916343
3797.7,3817,3747.15,3788.05,661842,50691000,"-0.35%","0.35%","1.42%","11/08/2006","","","","","",3724.4925,3753.10388685815,3589.11870536086,3724.4925,3859.86629463914,0.734748165881818,66.2331575299294,1.91547741424369,1.96268244435996
3794.4,3818,3772.2,3801.25,456454,52434000,"0.35%","1.07%","1.68%","11/09/2006","","","","","",3737.265,3759.52336861039,3625.61528840163,3737.265,3848.91471159837,0.786543507743964,67.6715719057116,1.9290742503941,1.97561325397464
3806.4,3849.5,3790.1,3842,401706,52483800,"1.07%","0.61%","0.68%","11/10/2006","","","","","",3747.9075,3770.52025279567,3638.96384357614,3747.9075,3856.85115642386,0.931840196522874,71.6820305091074,1.98612956273707,1.9687868250485
3843,3869.75,3833.2,3865.25,256998,52968400,"0.61%","0.07%","0.26%","11/13/2006","","","","","",3757.25,3783.15088575625,3641.89322733363,3757.25,3872.60677266637,0.968112957322216,73.6876524580105,2.09994751014386,1.9666756554391
3871.3,3882.8,3853.35,3867.95,329896,54468000,"0.07%","0.19%","0.18%","11/14/2006","","","","","",3764.37,3794.45743432208,3640.45742033191,3764.37,3888.28257966809,0.917955950386353,73.9186685394974,2.05686084719516,1.96362266574318
3875,3891.9,3853,3875.2,328320,53620400,"0.19%","0.00%","-0.46%","11/15/2006","","","","","",3772.175,3805.22310974581,3641.1885942168,3772.175,3903.1614057832,0.893266001093744,74.564445797611,1.96243452657121,1.96374338954729
3880,3898,3865.2,3875.1,321378,53916600,"0.00%","-0.46%","-0.28%","11/16/2006","","","","","",3780.0925,3814.54002844637,3644.40529988518,3780.0925,3915.77970011482,0.850097503373942,74.537031838568,1.91844932111958,1.96332950236817
3883.65,3888,3838.1,3857.2,417628,52655000,"-0.46%","0.18%","1.83%","11/17/2006","","","","","",3788.305,3820.22802465352,3654.84494642591,3788.305,3921.76505357409,0.758110940895703,69.6040216433182,1.79437103450155,1.951480698032
3837.65,3875.9,3803,3864.15,576412,47561800,"0.18%","1.64%","2.54%","11/20/2006","","","","","",3797.145,3826.08428803305,3668.26088965276,3797.145,3926.02911034724,0.759942827007435,70.4225195103223,1.68906988036905,1.92797937191948
3879,3933.8,3868.25,3927.6,352610,47504000,"1.64%","0.88%","0.60%","11/21/2006","","","","","",3809.2075,3839.61971629531,3678.90902236116,3809.2075,3939.50597763884,0.954312675579208,76.6139365068175,1.68057585001318,1.90187919811609
3936,3966,3933.15,3962.35,330204,46702200,"0.88%","-0.28%","-0.22%","11/22/2006","","","","","",3824.0875,3855.9837541226,3695.21171920702,3824.0875,3952.96328079298,1.03641770063104,79.1839482263041,1.75101453976558,1.88209478582403
3971.25,3973.6,3939,3951.15,317148,45720200,"-0.28%","0.06%","0.66%","11/23/2006","","","","","",3837.8375,3868.67258690625,3716.57500837543,3837.8375,3959.09999162457,0.967219906509972,76.2745347658614,1.84024980856627,1.86588592424949
3950,3969,3936.35,3953.7,274120,44027800,"0.06%","0.60%","-0.56%","11/24/2006","","","","","",3848.0875,3880.00957531875,3724.07110239468,3848.0875,3972.10389760532,0.925800547505469,76.4863683638079,1.95889411274104,1.85021332453807
3959.7,3980.25,3954.3,3977.35,244278,39842400,"0.60%","-1.15%","-0.97%","11/27/2006","","","","","",3858.2,3892.98829860959,3726.87087147171,3858.2,3989.52912852829,0.953631274855883,78.4115724056864,2.05102358360227,1.84956473969442
3944.4,3952.25,3920.8,3931.55,454532,34917600,"-1.15%","0.19%","0.51%","11/28/2006","","","","","",3867.16,3898.12985879497,3741.61553138429,3867.16,3992.70446861571,0.756442998683993,66.9751594905642,1.99564427352934,1.85325471157865
3945,3959.7,3932.1,3938.95,297676,25723000,"0.19%","0.32%","1.74%","11/29/2006","","","","","",3875.7675,3903.57254428898,3755.42884338875,3875.7675,3996.10615661125,0.762519550156315,67.7925267621817,1.89758776847062,1.85093676128432
3950,3958,3928,3951.75,250676,19035400,"0.32%","1.41%","1.35%","11/30/2006","","","","","",3883.2825,3909.99620505045,3763.67672557836,3883.2825,4002.88827442164,0.786221548796782,69.2119803706929,1.7869144319943,1.85010824989463
3960,4011.95,3956,4007.4,294428,48206200,"1.41%","-0.05%","0.28%","12/01/2006","","","","","",3892.9275,3922.98337771039,3766.16685360294,3892.9275,4019.68814639706,0.951530120955017,74.4783685156349,1.73643979229476,1.85537157344193
4014.3,4019.1,3996,4005.2,210976,49466200,"-0.05%","0.34%","0.10%","12/04/2006","","","","","",3902.23,3933.94559401567,3771.25475653773,3902.23,4033.20524346227,0.893089553712743,73.9399100330344,1.75720841877622,1.86388630330449
4017.35,4028,4008.55,4018.65,238712,50473800,"0.34%","-0.24%","0.00%","12/05/2006","","","","","",3913.09,3945.23951481358,3781.32445974004,3913.09,4044.85554025996,0.900559963522095,75.1240057312191,1.85815988978808,1.87579134219588
4023,4030.9,3977.7,4009.1,445968,53167600,"-0.24%","0.23%","-1.11%","12/06/2006","","","","","",3924.1425,3953.75424617177,3799.28213689385,3924.1425,4049.00286310615,0.840210046993748,72.6015555973036,1.91003636166154,1.88354540365091
4008,4026,3999.1,4018.45,238252,53854200,"0.23%","-1.34%","-4.44%","12/07/2006","","","","","",3935.0025,3962.3803466822,3817.20343601815,3935.0025,4052.80156398185,0.854194240511355,73.5383696012219,1.85131741424274,1.8715924371511
4012,4017.7,3951.2,3964.7,426250,56175600,"-1.34%","-3.15%","-6.51%","12/08/2006","","","","","",3941.1375,3962.68963379124,3830.80816629858,3941.1375,4051.46683370142,0.606782571821586,60.6912664871488,1.6928141629007,1.83179139040648
3949.5,3960.35,3801,3839.85,837632,58969600,"-3.15%","-3.47%","-2.11%","12/11/2006","","","","","",3939.8675,3946.31101595241,3825.56019806788,3939.8675,4054.17480193212,0.0625060765610722,42.2345676118351,1.43038439291678,1.76898473700508
3825.65,3862,3655.9,3706.65,989766,58273600,"-3.47%","1.41%","3.43%","12/12/2006","","","","","",3931.8025,3914.35621382542,3781.30453498054,3931.8025,4082.30046501946,-0.248025064561106,31.2986768013215,1.01585926786218,1.67101490360415
3715,3774.5,3656.15,3758.9,805184,57691000,"1.41%","1.99%","2.97%","12/13/2006","","","","","",3925.9875,3893.6287186487,3759.09631726406,3925.9875,4092.87868273594,-0.00058815948465557,38.0725359537589,0.592140859368584,1.53826228442351
3777,3852.4,3766.05,3833.85,498256,56904000,"1.99%","0.96%","2.47%","12/14/2006","","","","","",3923.925,3885.65822282887,3753.58531730686,3923.925,4094.26468269314,0.235601832245202,46.2581898284292,0.338458560622268,1.3829310364599
3860,3894.7,3855.5,3870.5,429308,58540000,"0.96%","1.50%","-1.43%","12/15/2006","","","","","",3924.59,3883.63712645169,3755.19625867524,3924.59,4093.98374132476,0.340342389343951,49.7555864612149,0.12425272151162,1.20149151454161
3850,3938,3810.5,3928.65,586930,56787400,"1.50%","-2.89%","-3.40%","12/18/2006","","","","","",3927.815,3889.6388429248,3760.70624768583,3927.815,4094.92375231417,0.502498373030846,54.7835225273049,-0.0101872538455616,0.993897387471206
3920.2,3920.2,3766,3815.15,881588,55798000,"-2.89%","-0.52%","0.01%","12/19/2006","","","","","",3922.1925,3879.70699720149,3748.01570397079,3922.1925,4096.36929602921,0.192718828109428,45.262722131263,-0.370469416384289,0.740507856577225
3850,3885.65,3764,3795.25,901968,52525800,"-0.52%","0.54%","1.62%","12/20/2006","","","","","",3913.8375,3868.44606424129,3732.29222499952,3913.8375,4095.38277500048,0.173394143693119,43.8246397685765,-0.746765369567681,0.451831991709401
3790,3842,3748.5,3815.65,582228,48877800,"0.54%","1.07%","3.23%","12/21/2006","","","","","",3907.0625,3861.40658900912,3721.52329423744,3907.0625,4092.60170576256,0.253657186295749,45.728252796901,-1.12157589313256,0.139121985483483
3820.65,3865,3805.2,3856.6,390478,44212400,"1.07%","2.14%","3.23%","12/22/2006","","","","","",3902.2075,3860.76571047457,3716.72220604115,3902.2075,4087.69279395885,0.37705898665444,49.4326012954667,-1.42890479843011,-0.178576813555061
3849.65,3945,3848.95,3938.95,407588,35302000,"2.14%","1.07%","0.88%","12/26/2006","","","","","",3900.2875,3871.19028241129,3717.17340476154,3900.2875,4083.40159523846,0.605569426399567,55.944825457127,-1.67765211347076,-0.477855855925388
3957,3994.8,3952.15,3981,349382,27287600,"1.07%","-0.18%","-0.33%","12/27/2006","","","","","",3902.76,3885.83157808979,3716.71228676493,3902.76,4088.80771323507,0.710268641950851,58.8584053359241,-1.7558496930817,-0.738743695086531
3999,4004.4,3968,3973.8,297064,18173600,"-0.18%","-0.15%","0.94%","12/28/2006","","","","","",3904.5025,3897.56070101115,3716.48920399411,3904.5025,4092.51579600589,0.684288828163056,58.1492759315286,-1.51535466625281,-0.944722942517096
3973.1,3995,3963.35,3968,228198,59961200,"-0.15%","1.09%","1.32%","12/29/2006","","","","","",3905.315,3906.952607543,3716.35394554697,3905.315,4094.27605445303,0.665867512174532,57.5477895075539,-0.964632909589613,-1.06571023486168
3977,4019.9,3970.1,4011.3,251184,61029800,"1.09%","0.23%","-0.62%","01/02/2007","","","","","",3905.51,3920.86559320393,3716.12039468862,3905.51,4094.89960531138,0.779291991305619,60.8071538287429,-0.486285419421384,-1.11861003103677
4014,4028.9,3978.2,4020.55,338468,62710400,"0.23%","-0.85%","-1.11%","01/03/2007","","","","","",3906.2775,3934.15684744341,3715.16159936638,3906.2775,4097.39340063362,0.798961257595898,61.4874120838429,-0.154718606862192,-1.09463771886765
4029,4030,3973.25,3986.3,423174,67732200,"-0.85%","-0.26%","-1.57%","01/04/2007","","","","","",3904.66,3941.10926778429,3716.85684081464,3904.66,4092.46315918536,0.717355236073064,57.5073152605549,0.0826248748937886,-1.00248324726082
3980,4007.85,3958,3976,380976,70592400,"-0.26%","-1.31%","-1.69%","01/05/2007","","","","","",3903.005,3945.76136541305,3718.35558380813,3903.005,4087.65441619187,0.697658355778793,56.3265011620369,0.139595445291096,-0.862353098547076
3954,3957.15,3906.35,3923.9,454786,74026400,"-1.31%","-0.38%","-2.15%","01/08/2007","","","","","",3898.2775,3942.84651669131,3720.99856590178,3898.2775,4075.55643409822,0.57226605950204,50.6600724967849,0.385433449602424,-0.660759959876795
3911.75,3960,3885.2,3908.85,552364,73363200,"-0.38%","-1.77%","1.13%","01/09/2007","","","","","",3895.485,3938.31364779913,3720.73777083742,3895.485,4070.23222916258,0.538240949696449,49.1227575518431,0.669147376255563,-0.400004461018314
3880,3880,3831.6,3839.65,561414,74168400,"-1.77%","2.95%","5.70%","01/10/2007","","","","","",3895.475,3925.15849475925,3720.71501459144,3895.475,4070.23498540856,0.340280943405064,42.7056841907797,0.886188125079124,-0.106444703444889
3817.7,3969,3813,3953.1,643186,69146400,"2.95%","2.67%","3.28%","01/11/2007","","","","","",3907.7975,3928.88402879135,3754.60863462461,3907.7975,4060.98636537539,0.647864859136418,53.4435347315104,1.14342578104711,0.188975346255102
3979,4065,3976,4058.7,493352,65803000,"2.67%","0.59%","0.52%","01/12/2007","","","","","",3922.7875,3946.1928249525,3772.16131411255,3922.7875,4073.41368588745,0.951158273706664,60.8066600622112,1.35860325060393,0.447112697387718
4076,4099.8,4072,4082.65,278044,64584800,"0.59%","-0.07%","-0.20%","01/15/2007","","","","","",3935.2275,3964.38711495884,3775.23230796286,3935.2275,4095.22269203714,0.960709156703229,62.2643343437592,1.50168169297684,0.667997932098632
4101,4101,4066.5,4079.8,250092,64846200,"-0.07%","-0.13%","0.75%","01/16/2007","","","","","",3945.6925,3979.77549963099,3776.86504881092,3945.6925,4114.51995118908,0.897173264938436,61.9689778150452,1.66597473246028,0.870297192023352
4088,4095,4069.3,4074.45,202414,64583800,"-0.13%","0.88%","0.42%","01/17/2007","","","","","",3952.9825,3992.39876634686,3775.36566162312,3952.9825,4130.59933837688,0.841936893793422,61.3803642152671,1.78270564976488,1.05919505589792
4079.9,4148,4076.25,4110.4,510516,61140200,"0.88%","-0.46%","-0.05%","01/18/2007","","","","","",3967.745,4008.13226416728,3789.3283250506,3967.745,4146.1616749494,0.899780457853665,63.8642029429188,1.72339473373713,1.23517275461414
4129.9,4141.3,4060.35,4091.4,515776,59011200,"-0.46%","0.41%","-0.45%","01/19/2007","","","","","",3982.5525,4019.23462894497,3815.0333414688,3982.5525,4150.0716585312,0.824880750817912,61.6089341741755,1.49167075404748,1.35808801066359
4101,4123.2,4072.05,4108.35,389524,51057400,"0.41%","-0.86%","-0.30%","01/22/2007","","","","","",3997.1875,4031.11667841898,3839.7084573467,3997.1875,4154.6665426533,0.852943788986359,62.8686773484414,1.40407995381355,1.43974718594782
4091.1,4105,4066.6,4073.15,413934,42695800,"-0.86%","0.56%","1.69%","01/23/2007","","","","","",4008.015,4036.72112129645,3861.27781623256,4008.015,4154.75218376744,0.721944425835614,58.5704622955284,1.37292183453583,1.49382870922078
4075,4104,4068.55,4096,348752,34072600,"0.56%","1.12%","0.31%","01/24/2007","","","","","",4015.8675,4044.62497179025,3867.95052573741,4015.8675,4163.78447426259,0.770869859255449,60.4602622158487,1.51237359972269,1.53482291129585
4110,4151.7,4090.4,4142,366376,25050400,"1.12%","-0.80%","-1.90%","01/25/2007","","","","","",4023.9175,4057.60830888489,3867.20453220537,4023.9175,4180.63046779463,0.876747698871821,64.0185473226728,1.79070986521632,1.58283475736389
4135,4145,4101.1,4108.8,263942,57799800,"-0.80%","-1.11%","0.72%","01/29/2007","","","","","",4030.6675,4064.43386770024,3871.55948865236,4030.6675,4189.77551134764,0.7455328909532,59.8333565410965,2.06409385882065,1.6453249980132
